strategyId,eventCode,hours,eAvailableMWh,eSourceUsedMWh,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,netGHGKgCO2e,planFallbackHours,reserveConstraintRelaxationHours,reliabilityRelaxationHours,totalCriticalDemandMWh,criticalServiceRate
c5_56_distance_loss_proxy_0p12,NORMAL,8700,2005898.93968884,1503124.34817869,502774.591510153,1881.10919435022,1390141026.36337,87159633.4296632,-544234621.037363,352,290,135,185554.8,0.989862244499467
c5_56_distance_loss_proxy_0p12,TYPHOON_WARNING,12,1473.4724550877,374.12069259387,1099.35176249383,0,64800,7482.4138518774,-101806.986148123,0,2,0,257.88,1
c5_56_distance_loss_proxy_0p12,TYPHOON_PASSAGE,24,0,0,0,341.34,33369,4239791,-55016.5,0,18,18,461.04,0.2596304008329
c5_56_distance_loss_proxy_0p12,TYPHOON_RECOVERY,24,6742.12105273339,3420.25841758731,3321.86263514608,16.2085846687462,815172.889871198,322278.931192106,-1016091.4597629,7,2,1,508.92,0.968151016527654
