timeH,eventCode,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,eCableReceivedMWh,h2DeliveredKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,exitflag,auditPass,strategyId,realizedElectricityShare,realizedHydrogenShare,realizedComputeShare,ratioActive,forecastMode,priorAvailableMW,posteriorAvailableMW,planningAvailableMW,forecastErrorMW,plannedElectricityShare,plannedHydrogenShare,plannedComputeShare,rawPlannedElectricityShare,rawPlannedHydrogenShare,rawPlannedComputeShare,plannedRatioActive,planHeldByDeadband,planShareChangeL1,eventRiskLevel,riskQuantile,bessReserveTargetSOC,bessReserveShortfallMWh,planStatus,planFallbackUsed,planFallbackMessage,reliabilityRelaxationUsed,minimumFeasibleENSMWh,pSourceAvailableMW,pSourceUsedMW,pCurtailmentMW,pBessChargeMW,pBessDischargeMW,bessSOC,pElectrolyzerMW,h2InventoryKg,pH2PowerMW,pCableSendMW,pComputeFacilityMW,pMarineUnservedMW,pInternalUnservedMW,pWindAvailableMW,pPVAvailableMW,pTidalAvailableMW
7481,NORMAL,30.8014153312538,30.8014153312538,84.3114153312538,0,0,77.5665021047535,0,0,0,0,53491.2313049472,2866.02830662508,-23230.4661562168,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,30.8014153312538,30.8014153312538,0,0,75,0.400328947368421,0,0,0,84.3114153312538,0,0,0,27.44,0,3.36141533125378
7482,NORMAL,35.7118277585666,35.7118277585666,58.9218277585666,0,0,54.2080815378812,0,0,0,0,39009.0105534864,2055.23655517133,-20626.5108404203,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,35.7118277585666,35.7118277585666,0,0,44.7,0.10625,0,0,0,58.9218277585666,0,0,0,30.8896,0,4.82222775856656
7483,NORMAL,69.5954707741665,69.5954707741665,48.1054707741665,0,0,44.2570331122331,0,0,0,0,32839.3605295845,1391.90941548333,-31447.4511141012,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,69.5954707741665,69.5954707741665,0,0,0,0.10625,0,0,0,48.1054707741665,0,0,0,63.112,0,6.48347077416645
7484,NORMAL,112.794633421327,112.794633421327,91.3046334213275,0,0,84.0002627476213,0,0,0,0,57480.1629035252,2255.89266842655,-55224.2702350986,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,112.794633421327,112.794633421327,0,0,0,0.10625,0,0,0,91.3046334213275,0,0,0,104.272,0,8.52263342132742
7485,NORMAL,140.430633421327,140.430633421327,118.940633421327,0,0,109.425382747621,0,0,0,0,73243.7373035251,2808.61266842655,-70435.1246350986,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,140.430633421327,140.430633421327,0,0,0,0.10625,0,0,0,118.940633421327,0,0,0,131.908,0,8.52263342132742
7486,NORMAL,146.672888299478,146.672888299478,125.182888299478,0,0,115.16825723552,0,0,0,0,46860.5726047871,2933.45776598956,-43927.1148387975,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,146.672888299478,146.672888299478,0,0,0,0.10625,0,0,0,125.182888299478,0,0,0,140.14,0.0494175253115647,6.48347077416645
7487,NORMAL,153.432573066825,153.432573066825,131.942573066825,0,0,121.387167221479,0,0,0,0,49099.3801997324,3068.6514613365,-46030.7287383959,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,153.432573066825,153.432573066825,0,0,0,0.10625,0,0,0,131.942573066825,0,0,0,140.728,7.88234530825827,4.82222775856656
7488,NORMAL,164.872486745376,164.872486745376,68.7424867453756,0,0,63.2430878057456,0,0,0,0,20578.3410733789,3297.44973490751,-42004.6413384714,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,164.872486745376,164.872486745376,0,75,0,0.5515625,0,0,0,68.7424867453756,0,0,0,142.492,22.3804867453757,0
7489,NORMAL,190.016660473932,190.016660473932,111.255081526563,0,0,102.354675004438,0,0,0,0,29965.1220010651,3800.33320947863,-45163.0387915865,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,190.016660473932,190.016660473932,0,57.6315789473684,0,0.89375,0,0,0,111.255081526563,0,0,0,152.3116,37.7050604739316,0
7490,NORMAL,222.43562610763,221.13,200,0,0,184,0,0,1.30562610762976,0,49560,4422.6,-45137.4,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,222.43562610763,221.13,1.30562610762976,0,0,0.89375,0,0,0,200,0,0,0,170.1868,52.2488261076297,0
7491,NORMAL,225.476344742125,221.13,200,0,0,184,0,0,4.34634474212473,0,49560,4422.6,-45137.4,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,225.476344742125,221.13,4.34634474212473,0,0,0.89375,0,0,0,200,0,0,0,165.718,59.7583447421247,0
7492,NORMAL,220.52789075566,220.52789075566,199.39789075566,0,0,183.446059495207,0,0,0,0,49427.0542788496,4410.55781511319,-45016.4964637364,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,220.52789075566,220.52789075566,0,0,0,0.89375,0,0,0,199.39789075566,0,0,0,162.3664,58.1614907556595,0
7493,NORMAL,240.050694043244,221.13,200,0,0,184,0,0,18.9206940432441,0,49560,4422.6,-45137.4,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,240.050694043244,221.13,18.9206940432441,0,0,0.89375,0,0,0,200,0,0,0,185.8276,54.2230940432441,0
7494,NORMAL,242.615113333728,221.13,200,0,0,184,0,0,21.4851133337283,0,49560,4422.6,-45137.4,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,242.615113333728,221.13,21.4851133337283,0,0,0.89375,0,0,0,200,0,0,0,200.3512,42.2639133337283,0
7495,NORMAL,190.453403372979,190.453403372979,169.323403372979,0,0,155.777531103141,0,0,0,0,61479.9111971306,3809.06806745958,-57670.8431296711,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,190.453403372979,190.453403372979,0,0,0,0.89375,0,0,0,169.323403372979,0,0,0,161.2492,29.2042033729789,0
7496,NORMAL,131.90470644094,131.90470644094,110.77470644094,0,0,101.912729925665,0,0,0,0,42088.5827732392,2638.09412881879,-39450.4886444204,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,131.90470644094,131.90470644094,0,0,0,0.89375,0,0,0,110.77470644094,0,0,0,118.384,13.5207064409397,0
7497,NORMAL,87.9824600650314,87.9824600650314,66.8524600650314,0,0,61.5042632598289,0,0,0,0,27541.5347735384,1759.64920130063,-25781.8855722378,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,87.9824600650314,87.9824600650314,0,0,0,0.89375,0,0,0,66.8524600650314,0,0,0,87.22,0.762460065031438,0
7498,NORMAL,83.104,83.104,61.974,0,0,57.01608,0,0,0,0,25925.7888,1662.08,-24263.7088,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,83.104,83.104,0,0,0,0.89375,0,0,0,61.974,0,0,0,83.104,0,0
7499,NORMAL,113.23485859082,113.23485859082,91.74485859082,0,0,84.4052699035544,0,0,0,0,35785.8971652796,2264.6971718164,-33521.1999934632,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,113.23485859082,113.23485859082,0,0,0,0.89375,0,0,0,91.74485859082,0,0,0,113.092,0,0.142858590820011
7500,NORMAL,176.899815331254,176.899815331254,155.409815331254,0,0,142.977030104753,0,0,0,0,56871.7308377113,3537.99630662508,-53333.7345310862,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,176.899815331254,176.899815331254,0,0,0,0.89375,0,0,0,155.409815331254,0,0,0,173.5384,0,3.36141533125378
7501,NORMAL,280.025827758567,221.49,200,0,0,184,0,0,58.5358277585667,0,71640,4429.8,-67210.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,280.025827758567,221.49,58.5358277585667,0,0,0.89375,0,0,0,200,0,0,0,275.2036,0,4.82222775856656
7502,NORMAL,411.223470774167,221.49,200,0,0,184,0,0,189.733470774167,0,71640,4429.8,-67210.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,411.223470774167,221.49,189.733470774167,0,0,0.89375,0,0,0,200,0,0,0,404.74,0,6.48347077416645
7503,NORMAL,535.076633421327,221.49,200,0,0,184,0,0,313.586633421327,0,71640,4429.8,-67210.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,535.076633421327,221.49,313.586633421327,0,0,0.89375,0,0,0,200,0,0,0,526.554,0,8.52263342132742
7504,NORMAL,613.299470774166,221.49,200,0,0,184,0,0,391.809470774166,0,71640,4429.8,-67210.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,613.299470774166,221.49,391.809470774166,0,0,0.89375,0,0,0,200,0,0,0,606.816,0,6.48347077416645
7505,NORMAL,641.929415331254,221.49,200,0,0,184,0,0,420.439415331254,0,119480,4429.8,-115050.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,641.929415331254,221.49,420.439415331254,0,0,0.89375,0,0,0,200,0,0,0,638.568,0,3.36141533125378
7506,NORMAL,627.592,221.13,200,0,0,184,0,0,406.462,0,119480,4422.6,-115057.4,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,627.592,221.13,406.462,0,0,0.89375,0,0,0,200,0,0,0,627.592,0,0
7507,NORMAL,615.832,221.13,200,0,0,184,0,0,394.702,0,119480,4422.6,-115057.4,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,615.832,221.13,394.702,0,0,0.89375,0,0,0,200,0,0,0,615.832,0,0
7508,NORMAL,606.816,221.13,200,0,0,184,0,0,385.686,0,119480,4422.6,-115057.4,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,606.816,221.13,385.686,0,0,0.89375,0,0,0,200,0,0,0,606.816,0,0
7509,NORMAL,607.6,221.13,200,0,0,184,0,0,386.47,0,119480,4422.6,-115057.4,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,607.6,221.13,386.47,0,0,0.89375,0,0,0,200,0,0,0,607.6,0,0
7510,NORMAL,615.87574124634,221.13,200,0,0,184,0,0,394.74574124634,0,71640,4422.6,-67217.4,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,615.87574124634,221.13,394.74574124634,0,0,0.89375,0,0,0,200,0,0,0,615.832,0.0437412463396901,0
7511,NORMAL,632.168779940861,221.13,200,0,0,184,0,0,411.038779940861,0,71640,4422.6,-67217.4,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,632.168779940861,221.13,411.038779940861,0,0,0.89375,0,0,0,200,0,0,0,624.064,8.10477994086053,0
7512,NORMAL,654.089369197494,221.49,200,0,0,184,0,0,432.599369197494,0,49560,4429.8,-45130.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,654.089369197494,221.49,432.599369197494,0,0,0.89375,0,0,0,200,0,0,0,629.16,24.2873237671763,0.642045430317657
7513,NORMAL,669.583194205213,221.49,200,0,0,184,0,0,448.093194205213,0,49560,4429.8,-45130.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,669.583194205213,221.49,448.093194205213,0,0,0.89375,0,0,0,200,0,0,0,627.984,40.2665216518471,1.33267255336529
7514,NORMAL,675.9749834981,221.49,200,0,0,184,0,0,454.4849834981,0,49560,4429.8,-45130.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,675.9749834981,221.49,454.4849834981,0,0,0.89375,0,0,0,200,0,0,0,623.672,50.1405128285668,2.16247066953362
7515,NORMAL,679.69980363043,221.49,200,0,0,184,0,0,458.20980363043,0,49560,4429.8,-45130.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,679.69980363043,221.49,458.20980363043,0,0,0.89375,0,0,0,200,0,0,0,618.184,58.154388299176,3.36141533125378
7516,NORMAL,674.58320043069,221.49,200,0,0,184,0,0,453.09320043069,0,49560,4429.8,-45130.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,674.58320043069,221.49,453.09320043069,0,0,0.89375,0,0,0,200,0,0,0,610.344,59.4169726721233,4.82222775856656
7517,NORMAL,664.589584066213,221.49,200,0,0,184,0,0,443.099584066213,0,49560,4429.8,-45130.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,664.589584066213,221.49,443.099584066213,0,0,0.89375,0,0,0,200,0,0,0,602.112,55.9941132920467,6.48347077416645
7518,NORMAL,655.939881611151,221.49,200,0,0,184,0,0,434.449881611151,0,49560,4429.8,-45130.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,655.939881611151,221.49,434.449881611151,0,0,0.89375,0,0,0,200,0,0,0,593.88,45.6555532754243,16.4043283357266
7519,NORMAL,625.989204238653,221.49,200,0,0,184,0,0,404.499204238653,0,71640,4429.8,-67210.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,625.989204238653,221.49,404.499204238653,0,0,0.89375,0,0,0,200,0,0,0,577.22,29.1824887367988,19.5867155018544
7520,NORMAL,563.634129628854,221.49,200,0,0,184,0,0,342.144129628854,0,71640,4429.8,-67210.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,563.634129628854,221.49,342.144129628854,0,0,0.89375,0,0,0,200,0,0,0,527.632,13.2674962845803,22.7346333442739
7521,NORMAL,512.319038357194,221.49,200,0,0,184,0,0,290.829038357194,0,71640,4429.8,-67210.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,512.319038357194,221.49,290.829038357194,0,0,0.89375,0,0,0,200,0,0,0,485.59,0.745378451197356,25.9836599059962
7522,NORMAL,524.4667898688,221.49,200,0,0,184,0,0,302.9767898688,0,71640,4429.8,-67210.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,524.4667898688,221.49,302.9767898688,0,0,0.89375,0,0,0,200,0,0,0,495.292,0,29.1747898688002
7523,NORMAL,552.4947898688,221.49,200,0,0,184,0,0,331.0047898688,0,71640,4429.8,-67210.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,552.4947898688,221.49,331.0047898688,0,0,0.89375,0,0,0,200,0,0,0,523.32,0,29.1747898688002
7524,NORMAL,536.256,221.13,200,0,0,184,0,0,315.126,0,71640,4422.6,-67217.4,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,536.256,221.13,315.126,0,0,0.89375,0,0,0,200,0,0,0,536.256,0,0
7525,NORMAL,565.362,221.13,200,0,0,184,0,0,344.232,0,71640,4422.6,-67217.4,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,565.362,221.13,344.232,0,0,0.89375,0,0,0,200,0,0,0,565.362,0,0
7526,NORMAL,591.136,221.13,200,0,0,184,0,0,370.006,0,71640,4422.6,-67217.4,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,591.136,221.13,370.006,0,0,0.89375,0,0,0,200,0,0,0,591.136,0,0
7527,NORMAL,589.568,221.13,200,0,0,184,0,0,368.438,0,71640,4422.6,-67217.4,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,589.568,221.13,368.438,0,0,0.89375,0,0,0,200,0,0,0,589.568,0,0
7528,NORMAL,598.786470669534,221.49,200,0,0,184,0,0,377.296470669534,0,71640,4429.8,-67210.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,598.786470669534,221.49,377.296470669534,0,0,0.89375,0,0,0,200,0,0,0,596.624,0,2.16247066953362
7529,NORMAL,611.745415331254,221.49,200,0,0,184,0,0,390.255415331254,0,119480,4429.8,-115050.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,611.745415331254,221.49,390.255415331254,0,0,0.89375,0,0,0,200,0,0,0,608.384,0,3.36141533125378
7530,NORMAL,617.518227758567,221.49,200,0,0,184,0,0,396.028227758567,0,119480,4429.8,-115050.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,617.518227758567,221.49,396.028227758567,0,0,0.89375,0,0,0,200,0,0,0,612.696,0,4.82222775856656
7531,NORMAL,620.355470774166,221.49,200,0,0,184,0,0,398.865470774166,0,119480,4429.8,-115050.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,620.355470774166,221.49,398.865470774166,0,0,0.89375,0,0,0,200,0,0,0,613.872,0,6.48347077416645
7532,NORMAL,622.002633421327,221.49,200,0,0,184,0,0,400.512633421327,0,119480,4429.8,-115050.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,622.002633421327,221.49,400.512633421327,0,0,0.89375,0,0,0,200,0,0,0,613.48,0,8.52263342132742
7533,NORMAL,625.530633421327,221.49,200,0,0,184,0,0,404.040633421327,0,119480,4429.8,-115050.2,1,1,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,625.530633421327,221.49,404.040633421327,0,0,0.89375,0,0,0,200,0,0,0,617.008,0,8.52263342132742
