timeH,eventCode,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,eCableReceivedMWh,h2DeliveredKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,exitflag,auditPass,strategyId,realizedElectricityShare,realizedHydrogenShare,realizedComputeShare,ratioActive,forecastMode,priorAvailableMW,posteriorAvailableMW,planningAvailableMW,forecastErrorMW,plannedElectricityShare,plannedHydrogenShare,plannedComputeShare,rawPlannedElectricityShare,rawPlannedHydrogenShare,rawPlannedComputeShare,plannedRatioActive,planHeldByDeadband,planShareChangeL1,eventRiskLevel,riskQuantile,bessReserveTargetSOC,bessReserveShortfallMWh,planStatus,planFallbackUsed,planFallbackMessage,reliabilityRelaxationUsed,minimumFeasibleENSMWh,pSourceAvailableMW,pSourceUsedMW,pCurtailmentMW,pBessChargeMW,pBessDischargeMW,bessSOC,pElectrolyzerMW,h2InventoryKg,pH2PowerMW,pCableSendMW,pComputeFacilityMW,pMarineUnservedMW,pInternalUnservedMW,pWindAvailableMW,pPVAvailableMW,pTidalAvailableMW
407,NORMAL,178.402842919702,52.9892610849208,0,0,26.4709682991601,0,0,29.8542115544357,125.413581834781,0,20327.1057772178,1059.78522169842,-19267.3205555194,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,178.402842919702,52.9892610849208,125.413581834781,0,0,0.89375,0,0,0,0,31.8592610849208,0,0,176.89,1.51284291970208,0
408,NORMAL,184.221248239519,52.3316735268637,0,0,25.5573213109242,0,0,28.9004140601956,131.889574712656,0,19850.2070300978,1046.63347053727,-18803.5735595605,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,184.221248239519,52.3316735268637,131.889574712656,0,0,0.89375,0,0,0,0,30.8416735268637,0,0,166.8352,16.7440028092018,0.642045430317657
409,NORMAL,185.999327622348,51.824026247563,0,0,25.1015173699682,0,0,28.424443454375,134.175301374785,0,19612.2217271875,1036.48052495126,-18575.7412022362,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,185.999327622348,51.824026247563,134.175301374785,0,0,0.89375,0,0,0,0,30.334026247563,0,0,150.0772,34.5894550689826,1.33267255336529
410,NORMAL,199.505297368885,53.812692405748,0,0,26.8869984477396,0,0,30.2876252883049,145.692604963137,0,20543.8126441524,1076.25384811496,-19467.5587960375,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,199.505297368885,53.812692405748,145.692604963137,0,0,0.89375,0,0,0,0,32.322692405748,0,0,146.02,51.3228266993512,2.16247066953362
411,NORMAL,211.865233734143,53.3149387077955,0,0,26.4400752115425,0,0,29.8209210377116,158.550295026348,0,20310.4605188558,1066.29877415591,-19244.1617446999,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,211.865233734143,53.3149387077955,158.550295026348,0,0,0.89375,0,0,0,0,31.8249387077955,0,0,148.372,60.1318184028895,3.36141533125378
412,NORMAL,218.475222650222,54.0378817541038,0,0,27.0891432270856,0,0,30.4980441649329,164.437340896118,0,20649.0220824665,1080.75763508208,-19568.2644473844,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,218.475222650222,54.0378817541038,164.437340896118,0,0,0.89375,0,0,0,0,32.5478817541038,0,0,144.844,68.8089948916552,4.82222775856656
413,NORMAL,205.29372666156,53.0747469917656,0,0,26.2243820299167,0,0,29.5952794044043,152.218979669794,0,20197.6397022021,1061.49493983531,-19136.1447623668,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,205.29372666156,53.0747469917656,152.218979669794,0,0,0.89375,0,0,0,0,31.5847469917656,0,0,132.496,66.3142558873932,6.48347077416645
414,NORMAL,183.672923605459,53.392445319965,0,0,26.5096043787038,0,0,29.8926761923985,130.280478285494,0,20346.3380961993,1067.8489063993,-19278.4891898,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,183.672923605459,53.392445319965,130.280478285494,0,0,0.89375,0,0,0,0,31.902445319965,0,0,112.504,54.7645952697321,16.4043283357266
415,NORMAL,147.422652491751,54.1255924656644,0,0,27.1678342204027,0,0,30.5793400724266,93.2970600260871,0,20689.6700362133,1082.51184931329,-19607.1581869,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,147.422652491751,54.1255924656644,93.2970600260871,0,0,0.89375,0,0,0,0,32.6355924656644,0,0,87.808,40.0279369898971,19.5867155018544
416,NORMAL,106.031793655915,44.4691701095961,0,0,17.5987906753427,0,0,21.5311254004334,61.5626235463184,0,16165.5627002167,889.383402191923,-15276.1792980248,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,106.031793655915,44.4691701095961,61.5626235463184,0,0,0.89375,0,0,0,0,22.9791701095962,0,0,60.76,22.5371603116407,22.7346333442739
417,NORMAL,71.4488836761166,44.7734213428409,0,0,17.8586611729625,0,0,21.8159922345648,26.6754623332757,0,16307.9961172824,895.468426856819,-15412.5276904256,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,71.4488836761166,44.7734213428409,26.6754623332757,0,0,0.89375,0,0,0,0,23.2834213428409,0,0,40.18,5.28522377012037,25.9836599059962
418,NORMAL,58.4963898688002,44.732896426808,0,0,17.8240262175693,0,0,21.7778099146241,13.7634934419922,0,16288.904957312,894.657928536159,-15394.2470287759,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,58.4963898688002,44.732896426808,13.7634934419922,0,0,0.89375,0,0,0,0,23.242896426808,0,0,29.3216,0,29.1747898688002
419,NORMAL,54.4195898688002,45.3267947091935,0,0,18.3313124127881,0,0,22.3340557004517,9.09279515960667,0,16567.0278502259,906.535894183871,-15660.491956042,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,54.4195898688002,45.3267947091935,9.09279515960667,0,0,0.89375,0,0,0,0,23.8367947091935,0,0,25.2448,0,29.1747898688002
420,NORMAL,20.5408,20.5408,0,0,17.0219132853762,0,0,20.8976042122318,0,0,15848.8021061159,1097.60926000412,-6389.18368044754,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,20.5408,20.5408,0,0,22.8931086668042,0.743137442981552,0,0,0,0,22.3039086668042,0,0,20.5408,0,0
421,NORMAL,15.3664,15.3664,0,0,18.5776271085353,0,0,22.6038372071928,0,0,16701.9186035964,1203.99190648197,-4580.65036205326,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,15.3664,15.3664,0,0,29.8887968827323,0.546500621384629,0,0,0,0,24.1251968827323,0,0,15.3664,0,0
422,NORMAL,10.192,10.192,0,0,17.3032600054594,0,0,21.2058386569894,0,0,16002.9193284947,1210.97975865455,-2529.57128025667,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,10.192,10.192,0,0,33.5713252884851,0.325636639223543,0,0,0,0,22.6333252884851,0,0,10.192,0,0
423,NORMAL,1.0976,1.0976,0,0,7.78799836144636,0,0,12.4745091215559,0,0,11637.2545607779,1022.35507485935,1565.44672377251,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,1.0976,1.0976,0,0,33.3467691619785,0.10625,0,0,0,0,13.3143691619785,0,0,1.0976,0,0
424,NORMAL,2.16247066953362,2.16247066953362,0,0,0,0,0,0,0,24.6842191501517,0,299986.614133563,299986.614133563,1,1,baseline_C_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_ZERO_ENS_INFEASIBLE; RELAXED_TO_MINIMUM_ENS,1,24.6842191501517,2.16247066953362,2.16247066953362,0,0,0,0.10625,0,0,0,0,0,18,1.32752933046639,0,0,2.16247066953362
425,NORMAL,3.36141533125378,3.36141533125378,0,0,0,0,0,0,0,23.5721226155704,0,240931.841212178,240931.841212178,1,1,baseline_C_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_ZERO_ENS_INFEASIBLE; RELAXED_TO_MINIMUM_ENS,1,23.5721226155704,3.36141533125378,3.36141533125378,0,0,0,0.10625,0,0,0,0,0,18,0.128584668746218,0,0,3.36141533125378
426,NORMAL,10.9374277585666,10.9374277585666,0,0,0,0,0,5.1645278568022,0,16.0649681829823,3162.77347350641,160868.430384995,157705.656911488,1,1,baseline_C_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_ZERO_ENS_INFEASIBLE; RELAXED_TO_MINIMUM_ENS,1,16.0649681829823,10.9374277585666,10.9374277585666,0,0,0,0.10625,0,0,0,0,5.51239594154888,16.0649681829823,0,6.1152,0,4.82222775856656
427,NORMAL,24.8290707741665,24.8290707741665,0,0,0,0,0,5.02528744503466,0,2.02475769027984,7305.21632469065,20744.1583182817,13438.9419935911,1,1,baseline_C_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_ZERO_ENS_INFEASIBLE; RELAXED_TO_MINIMUM_ENS,1,2.02475769027984,24.8290707741665,24.8290707741665,0,0,0,0.10625,0,0,0,0,5.36382876692206,2.02475799275561,0,18.3456,0,6.48347077416645
428,NORMAL,37.6874334213274,37.6874334213274,0,0,10.8144753428695,0,0,15.1749751973423,0,0,12987.4875986712,753.748668426549,-12233.7389302446,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,37.6874334213274,37.6874334213274,0,0,0,0.10625,0,0,0,0,16.1974334213274,0,0,29.1648,0,8.52263342132742
429,NORMAL,66.3426334213274,66.3426334213274,0,0,17.803163482593,0,0,21.7528291736052,0,0,16276.4145868026,1326.85266842655,-22081.1831469624,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,66.3426334213274,66.3426334213274,0,21.6339184850184,0,0.234701391004797,0,0,0,0,23.218714936309,0,0,57.82,0,8.52263342132742
430,NORMAL,97.2314707741664,97.2314707741664,0,0,17.3554639159723,0,0,21.2616127350312,0,0,16030.8063675156,1944.62941548333,-31573.0724262375,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,97.2314707741664,97.2314707741664,0,53.0468541610958,0,0.549667087586303,0,0,0,0,22.6946166130706,0,0,90.748,0,6.48347077416645
431,NORMAL,122.950852513759,102.441975086175,0,0,17.6172994309034,0,0,21.5485990943833,20.5088774275839,0,16174.2995471917,2048.8395017235,-33228.9433426766,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,122.950852513759,102.441975086175,20.5088774275839,57.9508063012542,0,0.89375,0,0,0,0,23.0011687849206,0,0,116.032,2.09662475519215,4.82222775856656
432,NORMAL,138.911270162671,43.8156616038992,0,0,17.3477769828001,0,0,21.2528104753179,95.0956085587717,0,16026.4052376589,876.313232077983,-15150.092005581,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,138.911270162671,43.8156616038992,95.0956085587717,0,0,0.89375,0,0,0,0,22.6856616038992,0,0,120.148,18.7632701626709,0
433,NORMAL,146.477793898326,53.7616132382292,0,0,27.1638943651072,0,0,30.5701042715039,92.7161806600968,0,20685.0521357519,1075.23226476458,-19609.8198709874,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,146.477793898326,53.7616132382292,92.7161806600968,0,0,0.89375,0,0,0,0,32.6316132382292,0,0,108.388,38.0897938983261,0
434,NORMAL,142.994606370292,51.8245515771216,0,0,25.4246935185836,0,0,28.7549835590074,91.1700547931701,0,19777.4917795037,1036.49103154243,-18741.0007479613,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,142.994606370292,51.8245515771216,91.1700547931701,0,0,0.89375,0,0,0,0,30.6945515771216,0,0,88.396,54.5986063702917,0
435,NORMAL,125.699852489189,54.4243200602651,0,0,27.7588396323534,0,0,31.1900044114467,71.2755324289235,0,20995.0022057234,1088.4864012053,-19906.5158045181,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,125.699852489189,54.4243200602651,71.2755324289235,0,0,0.89375,0,0,0,0,33.2943200602651,0,0,61.348,64.3518524891886,0
436,NORMAL,97.9405803617146,52.4890807085799,0,0,26.0212712726405,0,0,29.3766361689456,45.4514996531347,0,20088.3180844728,1049.7816141716,-19038.5364703012,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,97.9405803617146,52.4890807085799,45.4514996531347,0,0,0.89375,0,0,0,0,31.3590807085799,0,0,31.0464,66.8941803617146,0
437,NORMAL,90.4620625541465,53.0614343098145,0,0,26.5351220961356,0,0,29.9123562262854,37.400628244332,0,20356.1781131427,1061.22868619629,-19294.9494269464,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,90.4620625541465,53.0614343098145,37.400628244332,0,0,0.89375,0,0,0,0,31.9314343098145,0,0,24.304,66.1580625541465,0
438,NORMAL,73.7105781161592,44.5066777707781,0,0,17.93786260091,0,0,21.8982012975006,29.2039003453812,0,16349.1006487503,890.133555415561,-15458.9670933347,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,73.7105781161592,44.5066777707781,29.2039003453812,0,0,0.89375,0,0,0,0,23.3766777707781,0,0,20.0704,53.6401781161592,0
439,NORMAL,52.4578712998986,43.8478590827813,0,0,17.3750752734777,0,0,21.280729450976,8.61001221711731,0,16040.364725488,876.957181655626,-15163.4075438324,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,52.4578712998986,43.8478590827813,8.61001221711731,0,0,0.89375,0,0,0,0,22.7178590827813,0,0,14.4256,38.0322712998986,0
440,NORMAL,28.5380475401996,28.5380475401996,0,0,17.6104267035334,0,0,21.5385325246617,0,0,16169.2662623309,1038.322081731,-9438.18234089203,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,28.5380475401996,28.5380475401996,0,0,15.5853710309004,0.791214664270392,0,0,0,0,22.9934185711,0,0,7.2128,21.3252475401996,0
441,NORMAL,2.63962983484204,2.63962983484204,0,0,17.5502257256889,0,0,21.4722233067965,0,0,16136.1116533982,1295.19297242054,285.850805903805,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,2.63962983484204,2.63962983484204,0,0,41.4133458574566,0.518758441523967,0,0,0,0,22.9229756922986,0,0,0.3136,2.32602983484204,0
442,NORMAL,0,0,0,0,17.9568675289615,0,0,21.9178501903172,0,0,16358.9250951586,1335.87190622814,1241.77317812787,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,0,0,0,0,44.5290635409379,0.22580407612306,0,0,0,0,23.3990635409379,0,0,0,0,0
443,NORMAL,0.142858590820011,0.142858590820011,0,0,0,0,0,5.00145517720546,0,8.5144569578675,5346.39050124248,85692.5933376126,86983.8451427224,1,1,baseline_C_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_ZERO_ENS_INFEASIBLE; RELAXED_TO_MINIMUM_ENS,1,8.5144569578675,0.142858590820011,0.142858590820011,0,0,18.1722195707052,0.10625,0,0,0,0,5.33953511939271,8.5144569578675,0,0,0,0.142858590820011
444,NORMAL,3.36141533125378,3.36141533125378,0,0,0,0,0,0,0,23.5246170346181,0,240456.785402655,240456.785402655,1,1,baseline_C_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_ZERO_ENS_INFEASIBLE; RELAXED_TO_MINIMUM_ENS,1,23.5246170346181,3.36141533125378,3.36141533125378,0,0,0,0.10625,0,0,0,0,0,18,0.128584668746218,0,0,3.36141533125378
445,NORMAL,4.82222775856656,4.82222775856656,0,0,0,0,0,0,0,22.2301340474669,399.668327569966,222397.78502984,221998.11670227,1,1,baseline_C_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_ZERO_ENS_INFEASIBLE; RELAXED_TO_MINIMUM_ENS,1,22.2301340474669,4.82222775856656,4.82222775856656,0,0,0,0.10625,0,0,0,0,0,16.6677722414334,0,0,0,4.82222775856656
446,NORMAL,6.48347077416645,6.48347077416645,0,0,0,0,0,2.80380835540314,0,20.536694965933,1401.90417770157,205496.619074813,204094.714897112,1,1,baseline_C_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_ZERO_ENS_INFEASIBLE; RELAXED_TO_MINIMUM_ENS,1,20.536694965933,6.48347077416645,6.48347077416645,0,0,0,0.10625,0,0,0,0,2.99347077416645,18,0,0,0,6.48347077416645
447,NORMAL,8.52263342132742,8.52263342132742,0,0,0,0,0,4.71370128718925,0,18.325756100638,2356.85064359463,183428.013674806,181071.163031212,1,1,baseline_C_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_ZERO_ENS_INFEASIBLE; RELAXED_TO_MINIMUM_ENS,1,18.325756100638,8.52263342132742,8.52263342132742,0,0,0,0.10625,0,0,0,0,5.03263342132742,18,0,0,0,8.52263342132742
448,NORMAL,6.48347077416645,6.48347077416645,0,0,0,0,0,2.80372387007457,0,20.4042980733216,1401.86193503729,204172.650148699,202770.788213662,1,1,baseline_C_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_ZERO_ENS_INFEASIBLE; RELAXED_TO_MINIMUM_ENS,1,20.4042980733216,6.48347077416645,6.48347077416645,0,0,0,0.10625,0,0,0,0,2.99347077416645,18,0,0,0,6.48347077416645
449,NORMAL,3.36141533125378,3.36141533125378,0,0,0,0,0,0,0,23.5923188623467,0,241133.803679941,241133.803679941,1,1,baseline_C_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_ZERO_ENS_INFEASIBLE; RELAXED_TO_MINIMUM_ENS,1,23.5923188623467,3.36141533125378,3.36141533125378,0,0,0,0.10625,0,0,0,0,0,18,0.128584668746218,0,0,3.36141533125378
450,NORMAL,10.192,10.192,0,0,0,0,0,4.98014835078864,0,16.2553487978295,3013.46953604546,162757.327978295,159743.85844225,1,1,baseline_C_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_ZERO_ENS_INFEASIBLE; RELAXED_TO_MINIMUM_ENS,1,16.2553487978295,10.192,10.192,0,0,0,0.10625,0,0,0,0,5.31734879782952,16.2553487978295,0,10.192,0,0
451,NORMAL,23.2064,23.2064,0,0,0,0,0,4.94657725506904,0,3.20518420927493,6911.73336475204,32515.9700927493,25604.2367279972,1,1,baseline_C_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_ZERO_ENS_INFEASIBLE; RELAXED_TO_MINIMUM_ENS,1,3.20518420927493,23.2064,23.2064,0,0,0,0.10625,0,0,0,0,5.28158420927493,3.20518420927493,0,23.2064,0,0
452,NORMAL,29.008,29.008,0,0,2.46403758483173,0,0,7.37819316912673,0,0,9089.09658456337,580.16,-8508.93658456337,1,1,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,NaN,29.008,29.008,0,0,0,0.10625,0,0,0,0,7.87799999999999,0,0,29.008,0,0
