timeH,eventCode,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,eCableReceivedMWh,h2ProducedKg,h2PipeDeliveredKg,h2ShipDeliveredKg,h2DeliveredKg,h2InventoryDeltaKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,exitflag,auditPass,runStatus,strictPass,relaxedPass,strategyId,realizedElectricityShare,realizedHydrogenShare,realizedComputeShare,ratioActive,forecastMode,priorAvailableMW,posteriorAvailableMW,forecastSigmaMW,planningAvailableMW,forecastErrorMW,planningWindowH,plannedFirstHourAllocatedMW,plannedFirstHourHydrogenMW,plannedWindowHydrogenMWh,plannedMinimumAllocatedInputMW,plannedElectricityShare,plannedHydrogenShare,plannedComputeShare,rawPlannedElectricityShare,rawPlannedHydrogenShare,rawPlannedComputeShare,plannedRatioActive,planHeldByDeadband,planShareChangeL1,eventRiskLevel,riskQuantile,bessReserveTargetSOC,h2ReserveTargetKg,bessReserveShortfallMWh,h2ReserveShortfallKg,reserveMode,planStatus,planFallbackUsed,planFallbackMessage,reserveConstraintRelaxationUsed,reliabilityRelaxationUsed,minimumFeasibleENSMWh,reserveTargetEnforced,reserveTargetFallbackUsed,normalStateFloorEnforced,normalBessFloorShortfallMWh,normalH2FloorShortfallKg,surplusRedispatchUsed,surplusRedispatchHydrogenMWh,surplusRedispatchCurtailmentReductionMWh,surplusRedispatchTriggerMW,mainConclusionEligible,mainConclusionStatus,pSourceAvailableMW,pSourceUsedMW,pCurtailmentMW,pBessChargeMW,pBessDischargeMW,bessSOC,pElectrolyzerMW,h2InventoryKg,pH2PowerMW,pCableSendMW,pComputeFacilityMW,pComputeBaseUnservedMW,pMarineUnservedMW,pInternalUnservedMW,pWindAvailableMW,pPVAvailableMW,pTidalAvailableMW
10,NORMAL,233.9947898688,221.49,200,0,0,184,0,0,0,0,0,0,12.5047898688002,0,79246.56,4429.8,-74816.76,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,12.5047898688002,1,MAIN_CONCLUSION_ELIGIBLE,233.9947898688,221.49,12.5047898688002,0,0,0.89375,0,0,0,200,0,0,0,0,204.82,0,29.1747898688002
11,NORMAL,254.1043898688,221.49,200,0,0,184,0,0,0,0,0,0,32.6143898688001,0,79246.56,4429.8,-74816.76,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,32.6143898688001,1,MAIN_CONCLUSION_ELIGIBLE,254.1043898688,221.49,32.6143898688001,0,0,0.89375,0,0,0,200,0,0,0,0,224.9296,0,29.1747898688002
12,NORMAL,221.578,221.13,200,0,0,184,0,0,0,0,0,0,0.448000000000064,0,79246.56,4422.6,-74823.96,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0.448000000000064,1,MAIN_CONCLUSION_ELIGIBLE,221.578,221.13,0.448000000000064,0,0,0.89375,0,0,0,200,0,0,0,0,221.578,0,0
13,NORMAL,196.9996,196.9996,175.8696,0,0,161.800032,0,0,0,0,0,0,0,0,70336.82484288,3939.992,-66396.83284288,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,196.9996,196.9996,0,0,0,0.89375,0,0,0,175.8696,0,0,0,0,196.9996,0,0
14,NORMAL,159.0148,159.0148,137.8848,0,0,126.854016,0,0,0,0,0,0,0,0,56311.59078144,3180.296,-53131.29478144,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,159.0148,159.0148,0,0,0,0.89375,0,0,0,137.8848,0,0,0,0,159.0148,0,0
15,NORMAL,135.436,135.436,114.306,0,0,105.16152,0,0,0,0,0,0,0,0,47605.5244368,2708.72,-44896.8044368,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,135.436,135.436,0,0,0,0.89375,0,0,0,114.306,0,0,0,0,135.436,0,0
16,NORMAL,124.074470669534,124.074470669534,102.584470669534,0,0,94.3777130159709,0,0,0,0,0,0,0,0,43277.5513418298,2481.48941339067,-40796.0619284391,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,124.074470669534,124.074470669534,0,0,0,0.89375,0,0,0,102.584470669534,0,0,0,0,121.912,0,2.16247066953362
17,NORMAL,115.865415331254,115.865415331254,94.3754153312537,0,0,86.8253821047535,0,0,0,0,0,0,0,0,40246.4988539218,2317.30830662508,-37929.1905472967,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,115.865415331254,115.865415331254,0,0,0,0.89375,0,0,0,94.3754153312537,0,0,0,0,112.504,0,3.36141533125378
18,NORMAL,111.446227758567,111.446227758567,89.9562277585666,0,0,82.7597295378812,0,0,0,0,0,0,0,0,38614.7898527333,2228.92455517133,-36385.8652975619,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,111.446227758567,111.446227758567,0,0,0,0.89375,0,0,0,89.9562277585666,0,0,0,0,106.624,0,4.82222775856656
19,NORMAL,110.167470774166,110.167470774166,88.6774707741665,0,0,81.5832731122332,0,0,0,0,0,0,0,0,38142.6308308637,2203.34941548333,-35939.2814153803,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,110.167470774166,110.167470774166,0,0,0,0.89375,0,0,0,88.6774707741665,0,0,0,0,103.684,0,6.48347077416645
20,NORMAL,109.854633421327,109.854633421327,88.3646334213275,0,0,81.2954627476213,0,0,0,0,0,0,0,0,38027.1210191303,2197.09266842655,-35830.0283507038,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,109.854633421327,109.854633421327,0,0,0,0.89375,0,0,0,88.3646334213275,0,0,0,0,101.332,0,8.52263342132742
21,NORMAL,120.438633421327,120.438633421327,98.9486334213274,0,0,91.0327427476212,0,0,0,0,0,0,0,0,41935.0809743303,2408.77266842655,-39526.3083059038,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,120.438633421327,120.438633421327,0,0,0,0.89375,0,0,0,98.9486334213274,0,0,0,0,111.916,0,8.52263342132742
22,NORMAL,135.451470774166,135.451470774166,113.961470774166,0,0,104.844553112233,0,0,0,0,0,0,0,0,47478.3129460636,2709.02941548333,-44769.2835305803,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,135.451470774166,135.451470774166,0,0,0,0.89375,0,0,0,113.961470774166,0,0,0,0,128.968,0,6.48347077416645
23,NORMAL,149.660359508325,149.660359508325,128.170359508325,0,0,117.916730747659,0,0,0,0,0,0,0,0,52724.7007182656,2993.2071901665,-49731.493528099,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,149.660359508325,149.660359508325,0,0,0,0.89375,0,0,0,128.170359508325,0,0,0,0,143.668,1.1701317497587,4.82222775856656
24,NORMAL,176.716251931771,176.716251931771,155.586251931771,0,0,143.139351777229,0,0,0,0,0,0,0,0,62847.5474422731,3534.32503863541,-59313.2224036377,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,176.716251931771,176.716251931771,0,0,0,0.89375,0,0,0,155.586251931771,0,0,0,0,161.2492,15.4670519317706,0
25,NORMAL,211.253226442193,211.253226442193,190.123226442193,0,0,174.913368326817,0,0,0,0,0,0,0,0,75599.7312442848,4225.06452884385,-71374.666715441,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,211.253226442193,211.253226442193,0,0,0,0.89375,0,0,0,190.123226442193,0,0,0,0,175.7728,35.4804264421927,0
26,NORMAL,234.917611746144,221.13,200,0,0,184,0,0,0,0,0,0,13.7876117461439,0,79246.56,4422.6,-74823.96,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,13.7876117461439,1,MAIN_CONCLUSION_ELIGIBLE,234.917611746144,221.13,13.7876117461439,0,0,0.89375,0,0,0,200,0,0,0,0,182.476,52.4416117461439,0
27,NORMAL,235.344559933185,221.13,200,0,0,184,0,0,0,0,0,0,14.2145599331846,0,79246.56,4422.6,-74823.96,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,14.2145599331846,1,MAIN_CONCLUSION_ELIGIBLE,235.344559933185,221.13,14.2145599331846,0,0,0.89375,0,0,0,200,0,0,0,0,176.89,58.4545599331846,0
28,NORMAL,209.956409748643,209.956409748643,188.826409748643,0,0,173.720296968752,0,0,0,0,0,0,0,0,75120.9039854388,4199.12819497286,-70921.7757904659,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,209.956409748643,209.956409748643,0,0,0,0.89375,0,0,0,188.826409748643,0,0,0,0,148.96,60.996409748643,0
29,NORMAL,173.53876448071,173.53876448071,152.40876448071,0,0,140.216063322253,0,0,0,0,0,0,0,0,61674.3148537529,3470.77528961419,-58203.5395641387,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,173.53876448071,173.53876448071,0,0,0,0.89375,0,0,0,152.40876448071,0,0,0,0,124.852,48.6867644807095,0
30,NORMAL,149.387038948077,149.387038948077,128.257038948077,0,0,117.996475832231,0,0,0,0,0,0,0,0,52756.7056105075,2987.74077896154,-49768.964831546,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,149.387038948077,149.387038948077,0,0,0,0.89375,0,0,0,128.257038948077,0,0,0,0,103.684,45.703038948077,0
31,NORMAL,119.828151936921,119.828151936921,98.6981519369206,0,0,90.802299781967,0,0,0,0,0,0,0,0,41842.5949944946,2396.56303873841,-39446.0319557562,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,119.828151936921,119.828151936921,0,0,0,0.89375,0,0,0,98.6981519369206,0,0,0,0,90.748,29.0801519369206,0
