strategyId,strategyClass,horizonH,productMixEnabled,targetElectricityShare,targetHydrogenShare,targetComputeShare,planningWindowH,plannedMinimumAllocationFactor,activeRatioHours,maxHourlyShareDeviation,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,realizedElectricityInputShare,realizedHydrogenInputShare,realizedComputeInputShare,eCableReceivedMWh,h2ProducedKg,h2PipeDeliveredKg,h2ShipDeliveredKg,h2DeliveredKg,h2InventoryDeltaKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,auditPass,allHoursOptimal,runStatus,strictPass,relaxedPass,mainConclusionEligible,mainConclusionStatus,informationBoundary,parameterStatus,forecastMode,meanAbsForecastErrorMW,meanForecastSigmaMW,maxBessReserveShortfallMWh,maxH2ReserveShortfallKg,meanPlanShareChangeL1,maxPlanShareChangeL1,planDeadbandHoldHours,planFallbackHours,reserveConstraintRelaxationHours,reliabilityRelaxationHours,normalStateFloorEnforcedHours,maxNormalBessFloorShortfallMWh,maxNormalH2FloorShortfallKg,reserveTargetFallbackHours,surplusRedispatchHours,surplusRedispatchHydrogenMWh,surplusRedispatchCurtailmentReductionMWh,cp01PhaseId,cp01PhaseNote,cp01AnnualizedBurdenCNY,cp01CashMarginCNY,cp01ProjectNetCashCNY,cp01NetOperatingValueCNY,cp01ProjectNetValueCNY,cp01CoverageRatio,cp01PassCashPositive,cp01Pass1p2Gate,comparisonSet,scenarioId,extremeEventIncluded,stateCarryRule,h2InventoryMinimumPolicy,h2PowerRatedMW,initialBessEnergyMWh,initialH2InventoryKg,totalCriticalDemandMWh,criticalServiceRate,repriceBaselineHydrogenPriceCNYPerKg,repriceHydrogenPriceCNYPerKg,repriceRevenueDeltaCNY,repriceBasis
cp01_phase2_30mw_h2_contract,CP01_TRUE_ANNUAL_DISPATCH,8760,0,NaN,NaN,NaN,6,0.8,7483,0.762789597535571,2014114.53319666,1386977.1286518,875480.407451032,150424.301028645,179584.771589622,0.726244751136861,0.124782757141935,0.148972491721204,805441.974854949,2649714.6561326,2623217.5095712,0,2623217.5095712,4.54747350886464e-13,167168.494931085,627137.404544865,7107.27026021881,1278768856.514307232,130556615.920818,-1148237525.013487232,1,1,PASS_RELAXED,0,1,0,EXCLUDED_RELAXED_FALLBACK,CAUSAL_KALMAN_PRIOR_POSTERIOR_PREVIOUS_OBSERVATION_AND_EVENT_STATE; 6H_ROLLING_FIRST_HOUR_EXECUTION,[假设值，待企业调研校准],KALMAN_PRIOR_POSTERIOR,41.04668562248,195.155539810934,79,0,0.0471267774764216,0.2,3055,296,1214,525,8700,63,0,1214,86,1396.56760983164,1396.56760983164,cp01_phase2_30mw_h2_contract,30 MW PEM; 28.36 CNY/kg H2 fixed-dispatch reprice; retained burden 12%,486553320,1148212240.593489232,661658920.593489232,1148237525.013487232,661684205.013487232,2.359889848441460089101848077,1,1,CP01_TRUE_ANNUAL_DISPATCH_ONLY,CP01_TRUE_ANNUAL_2025_CP01_PHASE2_30MW_H2_CONTRACT_H2_28P36_REPRICE,1,PREVIOUS_HOUR_TERMINAL_STATE; NO_EVENT_RESET_OR_INJECTION,PHYSICAL_NONNEGATIVITY_ONLY; NO_OPERATIONAL_FLOOR,30,80,0,186782.64,0.961948978447789,35,28.36,-17418164.263552768,FIXED_DISPATCH_REPRICE_ONLY; NO_MATLAB_RERUN
