timeH,eventCode,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,eCableReceivedMWh,h2ProducedKg,h2PipeDeliveredKg,h2ShipDeliveredKg,h2DeliveredKg,h2InventoryDeltaKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,exitflag,auditPass,runStatus,strictPass,relaxedPass,strategyId,realizedElectricityShare,realizedHydrogenShare,realizedComputeShare,ratioActive,forecastMode,priorAvailableMW,posteriorAvailableMW,forecastSigmaMW,planningAvailableMW,forecastErrorMW,planningWindowH,plannedFirstHourAllocatedMW,plannedFirstHourHydrogenMW,plannedWindowHydrogenMWh,plannedMinimumAllocatedInputMW,plannedElectricityShare,plannedHydrogenShare,plannedComputeShare,rawPlannedElectricityShare,rawPlannedHydrogenShare,rawPlannedComputeShare,plannedRatioActive,planHeldByDeadband,planShareChangeL1,eventRiskLevel,riskQuantile,bessReserveTargetSOC,h2ReserveTargetKg,bessReserveShortfallMWh,h2ReserveShortfallKg,reserveMode,planStatus,planFallbackUsed,planFallbackMessage,reserveConstraintRelaxationUsed,reliabilityRelaxationUsed,minimumFeasibleENSMWh,reserveTargetEnforced,reserveTargetFallbackUsed,normalStateFloorEnforced,normalBessFloorShortfallMWh,normalH2FloorShortfallKg,surplusRedispatchUsed,surplusRedispatchHydrogenMWh,surplusRedispatchCurtailmentReductionMWh,surplusRedispatchTriggerMW,mainConclusionEligible,mainConclusionStatus,pSourceAvailableMW,pSourceUsedMW,pCurtailmentMW,pBessChargeMW,pBessDischargeMW,bessSOC,pElectrolyzerMW,h2InventoryKg,pH2PowerMW,pCableSendMW,pComputeFacilityMW,pComputeBaseUnservedMW,pMarineUnservedMW,pInternalUnservedMW,pWindAvailableMW,pPVAvailableMW,pTidalAvailableMW,bessChargeMWh,bessDischargeMWh,bessThroughputMWh,proxyProjectGHGKgCO2e,proxyAvoidedGHGKgCO2e,proxyNetGHGKgCO2e
1470,NORMAL,75.2214774698354,75.2214774698354,53.7314774698354,0,0,49.4329592722486,0,0,0,0,0,0,0,0,25239.4238743242,1504.42954939671,-23734.9943249275,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,75.2214774698354,75.2214774698354,0,0,0,0.89375,0,0,0,53.7314774698354,0,0,0,0,10.6624,48.1547491341088,16.4043283357266,0,0,0,1128.32216204753,24716.4796361243,-23588.1574740768
1471,NORMAL,73.3811671976323,73.3811671976323,51.8911671976323,0,0,47.7398738218218,0,0,0,0,0,0,0,0,24559.9209596499,1467.62334395265,-23092.2976156973,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,73.3811671976323,73.3811671976323,0,0,0,0.89375,0,0,0,51.8911671976323,0,0,0,0,18.3456,35.4488516957779,19.5867155018544,0,0,0,1100.71750796449,23869.9369109109,-22769.2194029464
1472,NORMAL,65.4029793707617,65.4029793707617,43.9129793707617,0,0,40.3999410211008,0,0,0,0,0,0,0,0,21614.1123294086,1308.05958741523,-20306.0527419933,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,65.4029793707617,65.4029793707617,0,0,0,0.89375,0,0,0,43.9129793707617,0,0,0,0,22.736,19.9323460264878,22.7346333442739,0,0,0,981.044690561425,20199.9705105504,-19218.925819989
1473,NORMAL,59.570427278733,59.570427278733,38.080427278733,0,0,35.0339930964344,0,0,0,0,0,0,0,0,19460.542789323,1191.40854557466,-18269.1342437483,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,59.570427278733,59.570427278733,0,0,0,0.89375,0,0,0,38.080427278733,0,0,0,0,25.5584,8.02836737273682,25.9836599059962,0,0,0,893.556409180995,17516.9965482172,-16623.4401390362
1474,NORMAL,59.2057739918389,59.2057739918389,37.7157739918389,0,0,34.6985120724918,0,0,0,0,0,0,0,0,19325.9008351739,1184.11547983678,-18141.7853553371,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,59.2057739918389,59.2057739918389,0,0,0,0.89375,0,0,0,37.7157739918389,0,0,0,0,29.9488,0.0821841230386809,29.1747898688002,0,0,0,888.086609877583,17349.2560362459,-16461.1694263683
1475,NORMAL,71.1187898688002,71.1187898688002,49.6287898688002,0,0,45.6584866792962,0,0,0,0,0,0,0,0,23724.5770438687,1422.375797376,-22302.2012464927,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,71.1187898688002,71.1187898688002,0,0,0,0.89375,0,0,0,49.6287898688002,0,0,0,0,41.944,0,29.1747898688002,0,0,0,1066.781848032,22829.2433396481,-21762.4614916161
1476,NORMAL,43.12,43.12,21.99,0,0,20.2308,0,0,0,0,0,0,0,0,13519.429272,862.4,-12657.029272,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,43.12,43.12,0,0,0,0.89375,0,0,0,21.99,0,0,0,0,43.12,0,0,0,0,0,646.8,10115.4,-9468.60000000001
1477,NORMAL,39.592,39.592,18.462,0,0,16.98504,0,0,0,0,0,0,0,0,12216.7759536,791.84,-11424.9359536,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,39.592,39.592,0,0,0,0.89375,0,0,0,18.462,0,0,0,0,39.592,0,0,0,0,0,593.88,8492.51999999999,-7898.64
1478,NORMAL,39.004,39.004,17.874,0,0,16.44408,0,0,0,0,0,0,0,0,11999.6670672,780.08,-11219.5870672,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,39.004,39.004,0,0,0,0.89375,0,0,0,17.874,0,0,0,0,39.004,0,0,0,0,0,585.06,8222.04,-7636.98
1479,NORMAL,53.704,53.704,32.574,0,0,29.96808,0,0,0,0,0,0,0,0,17427.3892272,1074.08,-16353.3092272,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,53.704,53.704,0,0,0,0.89375,0,0,0,32.574,0,0,0,0,53.704,0,0,0,0,0,805.56,14984.04,-14178.48
1480,NORMAL,70.5664706695336,70.5664706695336,49.0764706695336,0,0,45.1503530159709,0,0,0,0,0,0,0,0,23520.6426794298,1411.32941339067,-22109.3132660391,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,70.5664706695336,70.5664706695336,0,0,0,0.89375,0,0,0,49.0764706695336,0,0,0,0,68.404,0,2.16247066953362,0,0,0,1058.497060043,22575.1765079855,-21516.6794479424
1481,NORMAL,57.0654153312538,57.0654153312538,35.5754153312538,0,0,32.7293821047535,0,0,0,0,0,0,0,0,18535.6102139218,1141.30830662508,-17394.3019072967,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,57.0654153312538,57.0654153312538,0,0,0,0.89375,0,0,0,35.5754153312538,0,0,0,0,53.704,0,3.36141533125378,0,0,0,855.981229968807,16364.6910523767,-15508.7098224079
1482,NORMAL,35.2414277585666,35.2414277585666,13.7514277585665,0,0,12.6513135378812,0,0,0,0,0,0,0,0,10477.4781752932,704.828555171331,-9772.64962012192,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,35.2414277585666,35.2414277585666,0,0,0,0.89375,0,0,0,13.7514277585665,0,0,0,0,30.4192,0,4.82222775856656,0,0,0,528.621416378498,6325.65676894061,-5797.03535256211
1483,NORMAL,28.1218707741665,28.1218707741665,6.63187077416644,0,0,6.10132111223313,0,0,0,0,0,0,0,0,7848.70421518364,562.437415483329,-7286.26679970031,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,28.1218707741665,28.1218707741665,0,0,0,0.89375,0,0,0,6.63187077416644,0,0,0,0,21.6384,0,6.48347077416645,0,0,0,421.828061612497,3050.66055611656,-2628.83249450407
1484,NORMAL,24.5162334213274,24.5162334213274,3.0262334213274,0,0,2.78413474762121,0,0,0,0,0,0,0,0,6517.3846396103,490.324668426548,-6027.05997118375,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,24.5162334213274,24.5162334213274,0,0,0,0.89375,0,0,0,3.0262334213274,0,0,0,0,15.9936,0,8.52263342132742,0,0,0,367.743501319911,1392.06737381061,-1024.32387249069
1485,NORMAL,23.7322334213274,23.7322334213274,2.24223342132744,0,0,2.06285474762125,0,0,0,0,0,0,0,0,6227.90612441031,474.644668426548,-5753.26145598376,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,23.7322334213274,23.7322334213274,0,0,0,0.89375,0,0,0,2.24223342132744,0,0,0,0,15.2096,0,8.52263342132742,0,0,0,355.983501319911,1031.42737381062,-675.443872490711
1486,NORMAL,27.0242707741664,27.0242707741664,5.53427077416644,0,0,5.09152911223313,0,0,0,0,0,0,0,0,7443.43429390364,540.485415483329,-6902.94887842031,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,27.0242707741664,27.0242707741664,0,0,0,0.89375,0,0,0,5.53427077416644,0,0,0,0,20.5408,0,6.48347077416645,0,0,0,405.364061612497,2545.76455611656,-2140.40049450407
1487,NORMAL,36.5144074047581,36.5144074047581,15.0244074047581,0,0,13.8224548123774,0,0,0,0,0,0,0,0,10947.5040143995,730.288148095161,-10217.2158663044,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,36.5144074047581,36.5144074047581,0,0,0,0.89375,0,0,0,15.0244074047581,0,0,0,0,25.5584,6.13377964619152,4.82222775856656,0,0,0,547.716111071371,6911.2274061887,-6363.51129511733
1488,NORMAL,42.107767304964,42.107767304964,20.977767304964,0,0,19.2995459205669,0,0,0,0,0,0,0,0,13145.6797597603,842.15534609928,-12303.524413661,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,42.107767304964,42.107767304964,0,0,0,0.89375,0,0,0,20.977767304964,0,0,0,0,23.2064,18.901367304964,0,0,0,0,631.61650957446,9649.77296028344,-9018.15645070898
1489,NORMAL,50.9564771514951,50.9564771514951,29.8264771514951,0,0,27.4403589793755,0,0,0,0,0,0,0,0,16412.9136727826,1019.1295430299,-15393.7841297527,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,50.9564771514951,50.9564771514951,0,0,0,0.89375,0,0,0,29.8264771514951,0,0,0,0,16.7776,34.1788771514951,0,0,0,0,764.347157272427,13720.1794896878,-12955.8323324153
1490,NORMAL,63.3180756118339,63.3180756118339,42.1880756118339,0,0,38.8130295628872,0,0,0,0,0,0,0,0,20977.2212847692,1266.36151223668,-19710.8597725325,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,63.3180756118339,63.3180756118339,0,0,0,0.89375,0,0,0,42.1880756118339,0,0,0,0,13.0144,50.3036756118339,0,0,0,0,949.771134177509,19406.5147814436,-18456.7436472661
1491,NORMAL,73.7433134871217,73.7433134871217,52.6133134871217,0,0,48.404248408152,0,0,0,0,0,0,0,0,24826.5610561277,1474.86626974243,-23351.6947863853,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,73.7433134871217,73.7433134871217,0,0,0,0.89375,0,0,0,52.6133134871217,0,0,0,0,8.4672,65.2761134871217,0,0,0,0,1106.14970230683,24202.124204076,-23095.9745017692
1492,NORMAL,68.4664693984967,68.4664693984967,47.3364693984967,0,0,43.549551846617,0,0,0,0,0,0,0,0,22878.1771381213,1369.32938796993,-21508.8477501513,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,68.4664693984967,68.4664693984967,0,0,0,0.89375,0,0,0,47.3364693984967,0,0,0,0,4.8608,63.6056693984967,0,0,0,0,1026.99704097745,21774.7759233085,-20747.7788823311
1493,NORMAL,61.0008435993701,61.0008435993701,39.8708435993701,0,0,36.6811761114205,0,0,0,0,0,0,0,0,20121.6232205575,1220.0168719874,-18901.6063485701,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,61.0008435993701,61.0008435993701,0,0,0,0.89375,0,0,0,39.8708435993701,0,0,0,0,8.1536,52.8472435993701,0,0,0,0,915.012653990552,18340.5880557103,-17425.5754017197
1494,NORMAL,55.663114884539,55.663114884539,34.533114884539,0,0,31.7704656937759,0,0,0,0,0,0,0,0,18150.75870154,1113.26229769078,-17037.4964038492,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,55.663114884539,55.663114884539,0,0,0,0.89375,0,0,0,34.533114884539,0,0,0,0,16.3072,39.355914884539,0,0,0,0,834.946723268085,15885.2328468879,-15050.2861236198
1495,NORMAL,66.4020137038207,66.4020137038207,45.2720137038207,0,0,41.650252607515,0,0,0,0,0,0,0,0,22115.9123815001,1328.04027407641,-20787.8721074237,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,66.4020137038207,66.4020137038207,0,0,0,0.89375,0,0,0,45.2720137038207,0,0,0,0,27.9104,38.4916137038207,0,0,0,0,996.030205557311,20825.1263037575,-19829.0960982002
1496,NORMAL,74.3359887258208,74.3359887258208,53.2059887258208,0,0,48.9495096277552,0,0,0,0,0,0,0,0,25045.3961940033,1486.71977451642,-23558.6764194868,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,74.3359887258208,74.3359887258208,0,0,0,0.89375,0,0,0,53.2059887258208,0,0,0,0,51.352,22.9839887258208,0,0,0,0,1115.03983088731,24474.7548138776,-23359.7149829903
1497,NORMAL,74.3658786643747,74.3658786643747,53.2358786643747,0,0,48.9770083712247,0,0,0,0,0,0,0,0,25056.4325397073,1487.31757328749,-23569.1149664198,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,74.3658786643747,74.3658786643747,0,0,0,0.89375,0,0,0,53.2358786643747,0,0,0,0,65.464,8.9018786643747,0,0,0,0,1115.48817996562,24488.5041856124,-23373.0160056468
1498,NORMAL,70.8517830984604,70.8517830984604,49.7217830984604,0,0,45.7440404505836,0,0,0,0,0,0,0,0,23758.9131944372,1417.03566196921,-22341.877532468,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,70.8517830984604,70.8517830984604,0,0,0,0.89375,0,0,0,49.7217830984604,0,0,0,0,70.756,0.0957830984604069,0,0,0,0,1062.77674647691,22872.0202252918,-21809.2434788149
1499,NORMAL,83.24685859082,83.24685859082,61.75685859082,0,0,56.8163099035544,0,0,0,0,0,0,0,0,28202.6578166925,1664.9371718164,-26537.7206448761,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,83.24685859082,83.24685859082,0,0,0,0.89375,0,0,0,61.75685859082,0,0,0,0,83.104,0,0.142858590820011,0,0,0,1248.7028788623,28408.1549517772,-27159.4520729149
1500,NORMAL,97.6374153312538,97.6374153312538,76.1474153312538,0,0,70.0556221047535,0,0,0,0,0,0,0,0,33516.1233755218,1952.74830662508,-31563.3750688967,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,97.6374153312538,97.6374153312538,0,0,0,0.89375,0,0,0,76.1474153312538,0,0,0,0,94.276,0,3.36141533125378,0,0,0,1464.56122996881,35027.8110523767,-33563.2498224079
1501,NORMAL,92.6302277585666,92.6302277585666,71.1402277585665,0,0,65.4490095378812,0,0,0,0,0,0,0,0,31667.3054879332,1852.60455517133,-29814.7009327619,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,92.6302277585666,92.6302277585666,0,0,0,0.89375,0,0,0,71.1402277585665,0,0,0,0,87.808,0,4.82222775856656,0,0,0,1389.4534163785,32724.5047689406,-31335.0513525621
