timeH,eventCode,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,eCableReceivedMWh,h2ProducedKg,h2PipeDeliveredKg,h2ShipDeliveredKg,h2DeliveredKg,h2InventoryDeltaKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,exitflag,auditPass,runStatus,strictPass,relaxedPass,strategyId,realizedElectricityShare,realizedHydrogenShare,realizedComputeShare,ratioActive,forecastMode,priorAvailableMW,posteriorAvailableMW,forecastSigmaMW,planningAvailableMW,forecastErrorMW,planningWindowH,plannedFirstHourAllocatedMW,plannedFirstHourHydrogenMW,plannedWindowHydrogenMWh,plannedMinimumAllocatedInputMW,plannedElectricityShare,plannedHydrogenShare,plannedComputeShare,rawPlannedElectricityShare,rawPlannedHydrogenShare,rawPlannedComputeShare,plannedRatioActive,planHeldByDeadband,planShareChangeL1,eventRiskLevel,riskQuantile,bessReserveTargetSOC,h2ReserveTargetKg,bessReserveShortfallMWh,h2ReserveShortfallKg,reserveMode,planStatus,planFallbackUsed,planFallbackMessage,reserveConstraintRelaxationUsed,reliabilityRelaxationUsed,minimumFeasibleENSMWh,reserveTargetEnforced,reserveTargetFallbackUsed,normalStateFloorEnforced,normalBessFloorShortfallMWh,normalH2FloorShortfallKg,surplusRedispatchUsed,surplusRedispatchHydrogenMWh,surplusRedispatchCurtailmentReductionMWh,surplusRedispatchTriggerMW,mainConclusionEligible,mainConclusionStatus,pSourceAvailableMW,pSourceUsedMW,pCurtailmentMW,pBessChargeMW,pBessDischargeMW,bessSOC,pElectrolyzerMW,h2InventoryKg,pH2PowerMW,pCableSendMW,pComputeFacilityMW,pComputeBaseUnservedMW,pMarineUnservedMW,pInternalUnservedMW,pWindAvailableMW,pPVAvailableMW,pTidalAvailableMW
10,NORMAL,261.7972,221.13,200,0,0,184,0,0,0,0,0,0,40.6672,0,79246.56,4422.6,-74823.96,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,40.6672,1,MAIN_CONCLUSION_ELIGIBLE,261.7972,221.13,40.6672,0,0,0.89375,0,0,0,200,0,0,0,0,261.7972,0,0
11,NORMAL,257.47125859082,221.49,200,0,0,184,0,0,0,0,0,0,35.9812585908199,0,79246.56,4429.8,-74816.76,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,35.9812585908199,1,MAIN_CONCLUSION_ELIGIBLE,257.47125859082,221.49,35.9812585908199,0,0,0.89375,0,0,0,200,0,0,0,0,257.3284,0,0.142858590820011
12,NORMAL,241.697415331254,221.49,200,0,0,184,0,0,0,0,0,0,20.2074153312538,0,79246.56,4429.8,-74816.76,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,20.2074153312538,1,MAIN_CONCLUSION_ELIGIBLE,241.697415331254,221.49,20.2074153312538,0,0,0.89375,0,0,0,200,0,0,0,0,238.336,0,3.36141533125378
13,NORMAL,214.111027758567,214.111027758567,192.621027758567,0,0,177.211345537881,0,0,0,0,0,0,0,0,76522.0014181733,4282.22055517133,-72239.7808630019,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,214.111027758567,214.111027758567,0,0,0,0.89375,0,0,0,192.621027758567,0,0,0,0,209.2888,0,4.82222775856656
14,NORMAL,193.428270774166,193.428270774166,171.938270774166,0,0,158.183209112233,0,0,0,0,0,0,0,0,68885.2491451036,3868.56541548333,-65016.6837296203,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,193.428270774166,193.428270774166,0,0,0,0.89375,0,0,0,171.938270774166,0,0,0,0,186.9448,0,6.48347077416645
15,NORMAL,179.826633421327,179.826633421327,158.336633421327,0,0,145.669702747621,0,0,0,0,0,0,0,0,63863.0785007303,3596.53266842655,-60266.5458323038,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,179.826633421327,179.826633421327,0,0,0,0.89375,0,0,0,158.336633421327,0,0,0,0,171.304,0,8.52263342132742
16,NORMAL,183.373470774166,183.373470774166,161.883470774166,0,0,148.932793112233,0,0,0,0,0,0,0,0,65172.6871876636,3667.46941548333,-61505.2177721803,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,183.373470774166,183.373470774166,0,0,0,0.89375,0,0,0,161.883470774166,0,0,0,0,176.89,0,6.48347077416645
17,NORMAL,201.478215331254,201.478215331254,179.988215331254,0,0,165.589158104754,0,0,0,0,0,0,0,0,71857.5527137618,4029.56430662508,-67827.9884071367,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,201.478215331254,201.478215331254,0,0,0,0.89375,0,0,0,179.988215331254,0,0,0,0,198.1168,0,3.36141533125378
18,NORMAL,233.8672,221.13,200,0,0,184,0,0,0,0,0,0,12.7372,0,79246.56,4422.6,-74823.96,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,12.7372,1,MAIN_CONCLUSION_ELIGIBLE,233.8672,221.13,12.7372,0,0,0.89375,0,0,0,200,0,0,0,0,233.8672,0,0
19,NORMAL,284.1412,221.13,200,0,0,184,0,0,0,0,0,0,63.0112000000001,0,79246.56,4422.6,-74823.96,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,63.0112000000001,1,MAIN_CONCLUSION_ELIGIBLE,284.1412,221.13,63.0112000000001,0,0,0.89375,0,0,0,200,0,0,0,0,284.1412,0,0
20,NORMAL,337.7668,221.13,200,0,0,184,0,0,0,0,0,0,116.6368,0,79246.56,4422.6,-74823.96,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,116.6368,1,MAIN_CONCLUSION_ELIGIBLE,337.7668,221.13,116.6368,0,0,0.89375,0,0,0,200,0,0,0,0,337.7668,0,0
21,NORMAL,378.868,221.13,200,0,0,184,0,0,0,0,0,0,157.738,0,79246.56,4422.6,-74823.96,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,157.738,1,MAIN_CONCLUSION_ELIGIBLE,378.868,221.13,157.738,0,0,0.89375,0,0,0,200,0,0,0,0,378.868,0,0
22,NORMAL,405.818,221.13,200,0,0,184,0,0,0,0,0,0,184.688,0,79246.56,4422.6,-74823.96,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,184.688,1,MAIN_CONCLUSION_ELIGIBLE,405.818,221.13,184.688,0,0,0.89375,0,0,0,200,0,0,0,0,405.818,0,0
23,NORMAL,417.821202285986,221.13,200,0,0,184,0,0,0,0,0,0,196.691202285986,0,79246.56,4422.6,-74823.96,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,196.691202285986,1,MAIN_CONCLUSION_ELIGIBLE,417.821202285986,221.13,196.691202285986,0,0,0.89375,0,0,0,200,0,0,0,0,416.598,1.22320228598591,0
24,NORMAL,418.708896984047,221.49,200,0,0,184,0,0,0,0,0,0,197.218896984047,0,79246.56,4429.8,-74816.76,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,197.218896984047,1,MAIN_CONCLUSION_ELIGIBLE,418.708896984047,221.49,197.218896984047,0,0,0.89375,0,0,0,200,0,0,0,0,407.974,10.0928515537293,0.642045430317657
25,NORMAL,403.223447699215,221.49,200,0,0,184,0,0,0,0,0,0,181.733447699215,0,79246.56,4429.8,-74816.76,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,181.733447699215,1,MAIN_CONCLUSION_ELIGIBLE,403.223447699215,221.49,181.733447699215,0,0,0.89375,0,0,0,200,0,0,0,0,383.18,18.7107751458502,1.33267255336529
26,NORMAL,371.721150402731,221.49,200,0,0,184,0,0,0,0,0,0,150.231150402731,0,79246.56,4429.8,-74816.76,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,150.231150402731,1,MAIN_CONCLUSION_ELIGIBLE,371.721150402731,221.49,150.231150402731,0,0,0.89375,0,0,0,200,0,0,0,0,343.3528,26.205879733197,2.16247066953362
27,NORMAL,336.137483719948,221.49,200,0,0,184,0,0,0,0,0,0,114.647483719948,0,79246.56,4429.8,-74816.76,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,114.647483719948,1,MAIN_CONCLUSION_ELIGIBLE,336.137483719948,221.49,114.647483719948,0,0,0.89375,0,0,0,200,0,0,0,0,303.1336,29.6424683886943,3.36141533125378
28,NORMAL,304.28443342613,221.49,200,0,0,184,0,0,0,0,0,0,82.7944334261302,0,79246.56,4429.8,-74816.76,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,82.7944334261302,1,MAIN_CONCLUSION_ELIGIBLE,304.28443342613,221.49,82.7944334261302,0,0,0.89375,0,0,0,200,0,0,0,0,267.3832,32.0790056675636,4.82222775856656
29,NORMAL,269.666241393465,221.49,200,0,0,184,0,0,0,0,0,0,48.1762413934648,0,79246.56,4429.8,-74816.76,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,48.1762413934648,1,MAIN_CONCLUSION_ELIGIBLE,269.666241393465,221.49,48.1762413934648,0,0,0.89375,0,0,0,200,0,0,0,0,230.5156,32.6671706192983,6.48347077416645
30,NORMAL,245.498425362548,221.49,200,0,0,184,0,0,0,0,0,0,24.0084253625481,0,79246.56,4429.8,-74816.76,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,24.0084253625481,1,MAIN_CONCLUSION_ELIGIBLE,245.498425362548,221.49,24.0084253625481,0,0,0.89375,0,0,0,200,0,0,0,0,201.4684,27.6256970268215,16.4043283357266
31,NORMAL,227.567149061079,221.49,200,0,0,184,0,0,0,0,0,0,6.07714906107873,0,79246.56,4429.8,-74816.76,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,6.07714906107873,1,MAIN_CONCLUSION_ELIGIBLE,227.567149061079,221.49,6.07714906107873,0,0,0.89375,0,0,0,200,0,0,0,0,188.062,19.9184335592244,19.5867155018544
32,NORMAL,210.504552293024,210.504552293024,189.014552293024,0,0,173.893388109582,0,0,0,0,0,0,0,0,75190.3723838997,4210.09104586048,-70980.2813380393,1,1,PASS_STRICT,1,0,baseline_E_asset_only,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,210.504552293024,210.504552293024,0,0,0,0.89375,0,0,0,189.014552293024,0,0,0,0,176.89,10.8799189487503,22.7346333442739
