strategyId,strategyClass,horizonH,productMixEnabled,targetElectricityShare,targetHydrogenShare,targetComputeShare,planningWindowH,plannedMinimumAllocationFactor,activeRatioHours,maxHourlyShareDeviation,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,realizedElectricityInputShare,realizedHydrogenInputShare,realizedComputeInputShare,eCableReceivedMWh,h2ProducedKg,h2PipeDeliveredKg,h2ShipDeliveredKg,h2DeliveredKg,h2InventoryDeltaKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,bessChargeMWh,bessDischargeMWh,bessThroughputMWh,projectGHGKgCO2e,avoidedBaselineGHGKgCO2e,netGHGKgCO2e,proxyProjectGHGKgCO2e,proxyAvoidedGHGKgCO2e,proxyNetGHGKgCO2e,auditPass,allHoursOptimal,runStatus,strictPass,relaxedPass,mainConclusionEligible,mainConclusionStatus,informationBoundary,parameterStatus,forecastMode,meanAbsForecastErrorMW,meanForecastSigmaMW,maxBessReserveShortfallMWh,maxH2ReserveShortfallKg,meanPlanShareChangeL1,maxPlanShareChangeL1,planDeadbandHoldHours,planFallbackHours,reserveConstraintRelaxationHours,reliabilityRelaxationHours,normalStateFloorEnforcedHours,maxNormalBessFloorShortfallMWh,maxNormalH2FloorShortfallKg,reserveTargetFallbackHours,surplusRedispatchHours,surplusRedispatchHydrogenMWh,surplusRedispatchCurtailmentReductionMWh,sensitivityCaseId,sensitivityParameterGroup,sensitivityMethod,scenarioId,extremeEventIncluded,stateCarryRule,h2InventoryMinimumPolicy,h2PowerRatedMW,initialBessEnergyMWh,initialH2InventoryKg,totalCriticalDemandMWh,criticalServiceRate
c5_56_flex_ratio_0p50,C5_56_BOUNDARY_RERUN,8760,0,NaN,NaN,NaN,6,0.8,7646,0.880650759468146,2014114.53319666,1501502.94793031,798274.584889685,338736.486936338,94956.6571034926,0.647967122956478,0.274955649390812,0.0770772276527102,734412.61809851,5966822.03516541,4450562.60370154,0,4450562.60370154,24744.4833673735,189836.914616978,512611.585266356,4591.38162087068,1416455094.01956,115895516.792052,-1301286615.1958,13274.6255835498,11920.4995891537,25195.1251727035,22648519.8448181,583802734.638146,-561154214.793329,22648519.8448181,506630392.39476,-483981872.549942,1,1,PASS_RELAXED,0,1,0,EXCLUDED_RELAXED_FALLBACK,CAUSAL_KALMAN_PRIOR_POSTERIOR_PREVIOUS_OBSERVATION_AND_EVENT_STATE; 6H_ROLLING_FIRST_HOUR_EXECUTION,[假设值，待企业调研校准],KALMAN_PRIOR_POSTERIOR,41.04668562248,195.155539810934,79,4.26368278283888e-13,0.0627272868533561,0.2,2515,313,833,277,8700,63,4.26368278283888e-13,833,86,2702.46263855683,2702.46263855683,flex_ratio_0p50,compute_flexible_ratio,ANNUAL_DISPATCH_RERUN,C5_56_FLEX_RATIO_0P50,1,PREVIOUS_HOUR_TERMINAL_STATE; NO_EVENT_RESET_OR_INJECTION,PHYSICAL_NONNEGATIVITY_ONLY; NO_OPERATIONAL_FLOOR,30,80,0,296879.393196722,0.98453452234784
